#
# Copyright (c) 2020 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# 0x10 - 0x1F
VMOVUPS           ; Vfv{K}{z},Wfv               ; n/a     ; evex m:1 p:0 l:x w:0 0x10 /r            ; s:AVX512F, t:DATAXFER, l:fvm, e:E4nb, w:W|R|R
VCVTTPS2UDQ       ; Vfv{K}{z},Wfv|B32{sae}      ; n/a     ; evex m:1 p:0 l:x w:0 0x78 /r            ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTTPD2UDQ       ; Vhv{K}{z},Wfv|B64{sae}      ; n/a     ; evex m:1 p:0 l:x w:1 0x78 /r            ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTTPS2UQQ       ; Vfv{K}{z},Whv|B32{sae}      ; n/a     ; evex m:1 p:1 l:x w:0 0x78 /r            ; s:AVX512DQ, t:CONVERT, l:hv, e:E3, w:W|R|R
VCVTTPD2UQQ       ; Vfv{K}{z},Wfv|B64{sae}      ; n/a     ; evex m:1 p:1 l:x w:1 0x78 /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTTSS2USI       ; Gy,Wss{sae}                 ; n/a     ; evex m:1 p:2 l:i w:x 0x78 /r            ; s:AVX512F, t:CONVERT, l:t1f, e:E3, w:W|R, a:IWO64
VCVTTSD2USI       ; Gy,Wsd{sae}                 ; n/a     ; evex m:1 p:3 l:i w:x 0x78 /r            ; s:AVX512F, t:CONVERT, l:t1f, e:E3, w:W|R, a:IWO64
VCVTPS2UDQ        ; Vfv{K}{z},Wfv|B32{er}       ; n/a     ; evex m:1 p:0 l:x w:0 0x79 /r            ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTPD2UDQ        ; Vhv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:0 l:x w:1 0x79 /r            ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTPS2UQQ        ; Vfv{K}{z},Whv|B32{er}       ; n/a     ; evex m:1 p:1 l:x w:0 0x79 /r            ; s:AVX512DQ, t:CONVERT, l:hv, e:E3, w:W|R|R
VCVTPD2UQQ        ; Vfv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:1 l:x w:1 0x79 /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTSS2USI        ; Gy,Wss{er}                  ; n/a     ; evex m:1 p:2 l:i w:x 0x79 /r            ; s:AVX512F, t:CONVERT, l:t1f, e:E3, w:W|R, a:IWO64
VCVTSD2USI        ; Gy,Wsd{er}                  ; n/a     ; evex m:1 p:3 l:i w:x 0x79 /r            ; s:AVX512F, t:CONVERT, l:t1f, e:E3, w:W|R, a:IWO64
VCVTTPS2QQ        ; Vfv{K}{z},Whv|B32{sae}      ; n/a     ; evex m:1 p:1 l:x w:0 0x7A /r            ; s:AVX512DQ, t:CONVERT, l:hv, e:E3, w:W|R|R
VCVTTPD2QQ        ; Vfv{K}{z},Wfv|B64{sae}      ; n/a     ; evex m:1 p:1 l:x w:1 0x7A /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTUDQ2PD        ; Vfv{K}{z},Whv|B32           ; n/a     ; evex m:1 p:2 l:x w:0 0x7A /r            ; s:AVX512F, t:CONVERT, l:hv, e:E5, w:W|R|R, a:IER
VCVTUQQ2PD        ; Vfv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:2 l:x w:1 0x7A /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTUDQ2PS        ; Vfv{K}{z},Wfv|B32{er}       ; n/a     ; evex m:1 p:3 l:x w:0 0x7A /r            ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTUQQ2PS        ; Vhv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:3 l:x w:1 0x7A /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTPS2QQ         ; Vfv{K}{z},Whv|B32{er}       ; n/a     ; evex m:1 p:1 l:x w:0 0x7B /r            ; s:AVX512DQ, t:CONVERT, l:hv, e:E3, w:W|R|R
VCVTPD2QQ         ; Vfv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:1 l:x w:1 0x7B /r            ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTUSI2SS        ; Vss,Hss{er},Ey              ; n/a     ; evex m:1 p:2 l:i w:x 0x7B /r            ; s:AVX512F, t:CONVERT, l:t1s, e:E3, w:W|R|R, a:IWO64
VCVTUSI2SD        ; Vdq,Hdq,Ey                  ; n/a     ; evex m:1 p:3 l:i w:0 0x7B /r            ; s:AVX512F, t:CONVERT, l:t1s, e:E10NF, w:W|R|R, a:IER|IWO64
VCVTUSI2SD        ; Vdq,Hdq{er},Ey              ; n/a     ; evex m:1 p:3 l:i w:1 0x7B /r            ; s:AVX512F, t:CONVERT, l:t1s, e:E3, w:W|R|R, a:IWO64
VMOVD             ; Ey,Vdq                      ; n/a     ; evex m:1 p:1 l:0 w:0 0x7E /r            ; s:AVX512F, t:DATAXFER, l:t1s, e:E9NF, w:W|R, a:IWO64
VMOVQ             ; Ey,Vdq                      ; n/a     ; evex m:1 p:1 l:0 w:1 0x7E /r            ; s:AVX512F, t:DATAXFER, l:t1s, e:E9NF, w:W|R, a:IWO64
VMOVQ             ; Vdq,Wq                      ; n/a     ; evex m:1 p:2 l:0 w:1 0x7E /r            ; s:AVX512F, t:DATAXFER, l:t1s, e:E9NF, w:W|R
VMOVDQA32         ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:1 l:x w:0 0x7F /r            ; s:AVX512F, t:DATAXFER, l:fvm, e:E1, w:W|R|R
VMOVDQA64         ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:1 l:x w:1 0x7F /r            ; s:AVX512F, t:DATAXFER, l:fvm, e:E1, w:W|R|R
VMOVDQU32         ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:2 l:x w:0 0x7F /r            ; s:AVX512F, t:DATAXFER, l:fvm, e:E4nb, w:W|R|R
VMOVDQU64         ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:2 l:x w:1 0x7F /r            ; s:AVX512F, t:DATAXFER, l:fvm, e:E4nb, w:W|R|R
VMOVDQU8          ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:3 l:x w:0 0x7F /r            ; s:AVX512BW, t:DATAXFER, l:fvm, e:E4nb, w:W|R|R
VMOVDQU16         ; Wfv{K}{z},Vfv               ; n/a     ; evex m:1 p:3 l:x w:1 0x7F /r            ; s:AVX512BW, t:DATAXFER, l:fvm, e:E4nb, w:W|R|R

# 0x80 - 0x8F

# 0x90 - 0x9F

# 0xA0 - 0xAF

# 0xB0 - 0xBF

# 0xC0 - 0xCF
VCMPPS            ; rKq{K},Hfv,Wfv|B32{sae},Ib  ; n/a     ; evex m:1 p:0 l:x w:0 0xC2 /r ib          ; s:AVX512F, t:AVX512, l:fv, e:E2, w:W|R|R|R|R
VCMPPD            ; rKq{K},Hfv,Wfv|B64{sae},Ib  ; n/a     ; evex m:1 p:1 l:x w:1 0xC2 /r ib          ; s:AVX512F, t:AVX512, l:fv, e:E2, w:W|R|R|R|R
VCMPSS            ; rKq{K},Hdq,Wss{sae},Ib      ; n/a     ; evex m:1 p:2 l:x w:0 0xC2 /r ib          ; s:AVX512F, t:AVX512, l:t1s, e:E3, w:W|R|R|R|R
VCMPSD            ; rKq{K},Hdq,Wsd{sae},Ib      ; n/a     ; evex m:1 p:3 l:x w:1 0xC2 /r ib          ; s:AVX512F, t:AVX512, l:t1s, e:E3, w:W|R|R|R|R
VPINSRW           ; Vdq,Hdq,Mw,Ib               ; n/a     ; evex m:1 p:1 l:0 w:i 0xC4 /r:mem ib      ; s:AVX512BW, t:AVX512, l:t1s16, e:E9NF, w:W|R|R|R
VPINSRW           ; Vdq,Hdq,Rv,Ib               ; n/a     ; evex m:1 p:1 l:0 w:i 0xC4 /r:reg ib      ; s:AVX512BW, t:AVX512, l:t1s16, e:E9NF, w:W|R|R|R
VPEXTRW           ; Gy,Udq,Ib                   ; n/a     ; evex m:1 p:1 l:0 w:i 0xC5 /r:reg ib      ; s:AVX512BW, t:AVX512, l:t1s, e:E9NF, w:W|R|R
VSHUFPS           ; Vfv{K}{z},Hfv,Wfv|B32,Ib    ; n/a     ; evex m:1 p:0 l:x w:0 0xC6 /r ib          ; s:AVX512F, t:AVX512, l:fv, e:E4NF, w:W|R|R|R|R
VSHUFPD           ; Vfv{K}{z},Hfv,Wfv|B64,Ib    ; n/a     ; evex m:1 p:1 l:x w:1 0xC6 /r ib          ; s:AVX512F, t:AVX512, l:fv, e:E4NF, w:W|R|R|R|R

# 0xD0 - 0xDF
VPSRLW            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:i 0xD1 /r             ; s:AVX512BW, t:AVX512, l:m128, e:E4nb, w:W|R|R|R
VPSRLD            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:0 0xD2 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPSRLQ            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:1 0xD3 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPADDQ            ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xD4 /r             ; s:AVX512F, t:AVX512, l:fv, e:E4, w:W|R|R|R
VPMULLW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xD5 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VMOVQ             ; Wq,Vdq                      ; n/a     ; evex m:1 p:1 l:0 w:1 0xD6 /r             ; s:AVX512F, t:DATAXFER, l:t1s, e:E9NF, w:W|R
VPSUBUSB          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xD8 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4, w:W|R|R|R
VPSUBUSW          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xD9 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4, w:W|R|R|R
VPMINUB           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xDA /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPANDQ            ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xDB /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPANDD            ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xDB /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPADDUSB          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xDC /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPADDUSW          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xDD /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPMAXUB           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xDE /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPANDND           ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xDF /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPANDNQ           ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xDF /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R

# 0xE0 - 0xEF
VPAVGB            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE0 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPSRAW            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:i 0xE1 /r             ; s:AVX512BW, t:AVX512, l:m128, e:E4nb, w:W|R|R|R
VPSRAD            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:0 0xE2 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPSRAQ            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:1 0xE2 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPAVGW            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE3 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPMULHUW          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE4 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPMULHW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE5 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VCVTTPD2DQ        ; Vhv{K}{z},Wfv|B64{sae}      ; n/a     ; evex m:1 p:1 l:x w:1 0xE6 /r             ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTDQ2PD         ; Vfv{K}{z},Whv|B32           ; n/a     ; evex m:1 p:2 l:x w:0 0xE6 /r             ; s:AVX512F, t:CONVERT, l:hv, e:E5, w:W|R|R, a:IER
VCVTQQ2PD         ; Vfv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:2 l:x w:1 0xE6 /r             ; s:AVX512DQ, t:CONVERT, l:fv, e:E2, w:W|R|R
VCVTPD2DQ         ; Vhv{K}{z},Wfv|B64{er}       ; n/a     ; evex m:1 p:3 l:x w:1 0xE6 /r             ; s:AVX512F, t:CONVERT, l:fv, e:E2, w:W|R|R
VMOVNTDQ          ; Mfv,Vfv                     ; n/a     ; evex m:1 p:1 l:x w:0 0xE7 /r:mem         ; s:AVX512F, t:DATAXFER, l:fvm, e:E1NF, w:W|R
VPSUBSB           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE8 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPSUBSW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xE9 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPMINSW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xEA /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPORD             ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xEB /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPORQ             ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xEB /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPADDSB           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xEC /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPADDSW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xED /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPMAXSW           ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xEE /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPXORD            ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xEF /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R
VPXORQ            ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xEF /r             ; s:AVX512F, t:LOGICAL, l:fv, e:E4, w:W|R|R|R

# 0xF0 - 0xFF
VPSLLW            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:i 0xF1 /r             ; s:AVX512BW, t:AVX512, l:m128, e:E4nb, w:W|R|R|R
VPSLLD            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:0 0xF2 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPSLLQ            ; Vfv{K}{z},Hfv,Wdq           ; n/a     ; evex m:1 p:1 l:x w:1 0xF3 /r             ; s:AVX512F, t:AVX512, l:m128, e:E4NFnb, w:W|R|R|R
VPMULUDQ          ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xF4 /r             ; s:AVX512F, t:AVX512, l:fv, e:E4, w:W|R|R|R
VPMADDWD          ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xF5 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPSADBW           ; Vfv,Hfv,Wfv                 ; n/a     ; evex m:1 p:1 l:x w:i 0xF6 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4NFnb, w:W|R|R
VPSUBB            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xF8 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPSUBW            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xF9 /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPSUBD            ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xFA /r             ; s:AVX512F, t:AVX512, l:fv, e:E4, w:W|R|R|R
VPSUBQ            ; Vfv{K}{z},Hfv,Wfv|B64       ; n/a     ; evex m:1 p:1 l:x w:1 0xFB /r             ; s:AVX512F, t:AVX512, l:fv, e:E4, w:W|R|R|R
VPADDB            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xFC /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPADDW            ; Vfv{K}{z},Hfv,Wfv           ; n/a     ; evex m:1 p:1 l:x w:i 0xFD /r             ; s:AVX512BW, t:AVX512, l:fvm, e:E4nb, w:W|R|R|R
VPADDD            ; Vfv{K}{z},Hfv,Wfv|B32       ; n/a     ; evex m:1 p:1 l:x w:0 0xFE /r             ; s:AVX512F, t:AVX512, l:fv, e:E4, w:W|R|R|R
